requestedUrl,finalUrl,category,name,title,type,score
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Accessibility","aria-roles","`[role]` values are valid","binary","1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Accessibility","aria-toggle-field-name","ARIA toggle fields have accessible names","notApplicable","-1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Accessibility","aria-tooltip-name","ARIA `tooltip` elements have accessible names","notApplicable","-1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Accessibility","aria-treeitem-name","ARIA `treeitem` elements have accessible names","notApplicable","-1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Accessibility","aria-valid-attr-value","`[aria-*]` attributes have valid values","binary","1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Accessibility","aria-valid-attr","`[aria-*]` attributes are valid and not misspelled","binary","1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Accessibility","button-name","Buttons have an accessible name","binary","1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Accessibility","bypass","The page contains a heading, skip link, or landmark region","binary","1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Accessibility","color-contrast","Background and foreground colors have a sufficient contrast ratio","binary","1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Accessibility","definition-list","`<dl>`'s contain only properly-ordered `<dt>` and `<dd>` groups, `<script>`, `<template>` or `<div>` elements.","notApplicable","-1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Accessibility","dlitem","Definition list items are wrapped in `<dl>` elements","notApplicable","-1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Accessibility","document-title","Document has a `<title>` element","binary","1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Accessibility","duplicate-id-active","`[id]` attributes on active, focusable elements are unique","binary","1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Accessibility","duplicate-id-aria","ARIA IDs are unique","binary","1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Accessibility","form-field-multiple-labels","No form fields have multiple labels","notApplicable","-1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Accessibility","frame-title","`<frame>` or `<iframe>` elements have a title","notApplicable","-1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Accessibility","heading-order","Heading elements are not in a sequentially-descending order","binary","0"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Accessibility","html-has-lang","`<html>` element has a `[lang]` attribute","binary","1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Accessibility","html-lang-valid","`<html>` element has a valid value for its `[lang]` attribute","binary","1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Accessibility","image-alt","Image elements have `[alt]` attributes","binary","1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Accessibility","input-image-alt","`<input type=""image"">` elements have `[alt]` text","notApplicable","-1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Accessibility","label","Form elements have associated labels","binary","1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Accessibility","link-name","Links have a discernible name","binary","1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Accessibility","list","Lists contain only `<li>` elements and script supporting elements (`<script>` and `<template>`).","binary","1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Accessibility","listitem","List items (`<li>`) are contained within `<ul>` or `<ol>` parent elements","binary","1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Accessibility","meta-refresh","The document does not use `<meta http-equiv=""refresh"">`","notApplicable","-1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Accessibility","meta-viewport","`[user-scalable=""no""]` is not used in the `<meta name=""viewport"">` element and the `[maximum-scale]` attribute is not less than 5.","binary","1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Accessibility","object-alt","`<object>` elements have `[alt]` text","notApplicable","-1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Accessibility","tabindex","No element has a `[tabindex]` value greater than 0","binary","1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Accessibility","td-headers-attr","Cells in a `<table>` element that use the `[headers]` attribute refer to table cells within the same table.","notApplicable","-1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Accessibility","th-has-data-cells","`<th>` elements and elements with `[role=""columnheader""/""rowheader""]` have data cells they describe.","notApplicable","-1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Accessibility","valid-lang","`[lang]` attributes have a valid value","notApplicable","-1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Accessibility","video-caption","`<video>` elements contain a `<track>` element with `[kind=""captions""]`","binary","1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Accessibility","logical-tab-order","The page has a logical tab order","manual","-1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Accessibility","focusable-controls","Interactive controls are keyboard focusable","manual","-1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Accessibility","interactive-element-affordance","Interactive elements indicate their purpose and state","manual","-1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Accessibility","managed-focus","The user's focus is directed to new content added to the page","manual","-1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Accessibility","focus-traps","User focus is not accidentally trapped in a region","manual","-1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Accessibility","custom-controls-labels","Custom controls have associated labels","manual","-1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Accessibility","custom-controls-roles","Custom controls have ARIA roles","manual","-1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Accessibility","visual-order-follows-dom","Visual order on the page follows DOM order","manual","-1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Accessibility","offscreen-content-hidden","Offscreen content is hidden from assistive technology","manual","-1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Accessibility","use-landmarks","HTML5 landmark elements are used to improve navigation","manual","-1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Best Practices","best-practices-score","Overall Best Practices Category Score","numeric","0.67"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Best Practices","is-on-https","Uses HTTPS","binary","1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Best Practices","external-anchors-use-rel-noopener","Links to cross-origin destinations are unsafe","binary","0"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Best Practices","geolocation-on-start","Avoids requesting the geolocation permission on page load","binary","1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Best Practices","notification-on-start","Avoids requesting the notification permission on page load","binary","1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Best Practices","no-vulnerable-libraries","Includes front-end JavaScript libraries with known security vulnerabilities","binary","0"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Best Practices","csp-xss","Ensure CSP is effective against XSS attacks","informative","-1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Best Practices","password-inputs-can-be-pasted-into","Allows users to paste into password fields","binary","1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Best Practices","image-aspect-ratio","Displays images with correct aspect ratio","binary","1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Best Practices","image-size-responsive","Serves images with low resolution","binary","0"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Best Practices","preload-fonts","Fonts with `font-display: optional` are preloaded","notApplicable","-1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Best Practices","doctype","Page has the HTML doctype","binary","1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Best Practices","charset","Properly defines charset","binary","1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Best Practices","no-unload-listeners","Registers an `unload` listener","binary","0"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Best Practices","appcache-manifest","Avoids Application Cache","binary","1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Best Practices","js-libraries","Detected JavaScript libraries","binary","1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Best Practices","deprecations","Avoids deprecated APIs","binary","1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Best Practices","errors-in-console","No browser errors logged to the console","binary","1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Best Practices","valid-source-maps","Page has valid source maps","binary","1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Best Practices","inspector-issues","Issues were logged in the `Issues` panel in Chrome Devtools","binary","0"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","SEO","seo-score","Overall SEO Category Score","numeric","0.84"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","SEO","viewport","Has a `<meta name=""viewport"">` tag with `width` or `initial-scale`","binary","1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","SEO","document-title","Document has a `<title>` element","binary","1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","SEO","meta-description","Document has a meta description","binary","1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","SEO","http-status-code","Page has successful HTTP status code","binary","1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","SEO","link-text","Links do not have descriptive text","binary","0"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","SEO","crawlable-anchors","Links are not crawlable","binary","0"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","SEO","is-crawlable","Page isn’t blocked from indexing","binary","1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","SEO","robots-txt","robots.txt is valid","binary","1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","SEO","image-alt","Image elements have `[alt]` attributes","binary","1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","SEO","hreflang","Document has a valid `hreflang`","binary","1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","SEO","canonical","Document has a valid `rel=canonical`","notApplicable","-1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","SEO","font-size","Document uses legible font sizes","binary","1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","SEO","plugins","Document avoids plugins","binary","1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","SEO","tap-targets","Tap targets are not sized appropriately","binary","0.86"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","SEO","structured-data","Structured data is valid","manual","-1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Progressive Web App","pwa-score","Overall Progressive Web App Category Score","numeric","0.75"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Progressive Web App","installable-manifest","Web app manifest and service worker meet the installability requirements","binary","1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Progressive Web App","service-worker","Registers a service worker that controls page and `start_url`","binary","1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Progressive Web App","redirects-http","Redirects HTTP traffic to HTTPS","binary","1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Progressive Web App","splash-screen","Is not configured for a custom splash screen","binary","0"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Progressive Web App","themed-omnibox","Sets a theme color for the address bar.","binary","1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Progressive Web App","content-width","Content is not sized correctly for the viewport","binary","0"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Progressive Web App","viewport","Has a `<meta name=""viewport"">` tag with `width` or `initial-scale`","binary","1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Progressive Web App","apple-touch-icon","Provides a valid `apple-touch-icon`","binary","1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Progressive Web App","maskable-icon","Manifest doesn't have a maskable icon","binary","0"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Progressive Web App","pwa-cross-browser","Site works cross-browser","manual","-1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Progressive Web App","pwa-page-transitions","Page transitions don't feel like they block on the network","manual","-1"
"https://www.ltdcommodities.com/content/country-decor","https://www.ltdcommodities.com/content/country-decor","Progressive Web App","pwa-each-page-has-url","Each page has a URL","manual","-1"
